id_projeto,id_freelancer,nota,comentario
120,2867,3,"Quas et voluptatum vitae alias minus cum. Culpa tenetur aperiam ex accusamus consectetur error. Enim atque vitae iusto molestiae.
Quisquam incidunt dignissimos facere odit. Nihil illum dolor alias illum repudiandae. Iusto alias quaerat ducimus recusandae dolorum sed."
121,880,3,"Quibusdam et optio quae expedita corporis molestiae laudantium. Consequatur aliquid vitae similique iusto vero soluta.
Maxime debitis nemo in quisquam libero. Doloremque non voluptate.
Ad voluptas nostrum quae. Distinctio laborum hic repellat incidunt. Aut veniam exercitationem pariatur molestias."
122,2114,5,"Ducimus modi quia occaecati. Maiores enim exercitationem distinctio ad doloribus. Reiciendis culpa facere temporibus officiis dolores.
Vero tempore sunt impedit possimus. Ad molestiae aliquid aspernatur sint.
Maiores sint ut eligendi impedit voluptas facere. Adipisci nulla sit pariatur."
123,2505,3,"Eos consequatur praesentium tempore. Commodi animi culpa natus porro officiis ipsa. Voluptate culpa modi quaerat consequuntur.
Exercitationem rem a illum aut maiores aliquid. Ratione ipsam dolorum nobis perspiciatis."
124,1301,4,"Iste tempora eum molestias dignissimos eligendi fugit nam. Cum quo molestias modi numquam fugiat quam.
Totam asperiores voluptas. Nulla dolores similique pariatur necessitatibus vitae.
Quasi itaque voluptas deserunt quam quae maiores. Illum recusandae rerum."
125,152,4,"Quibusdam commodi mollitia optio numquam aliquid minima fuga. Ipsam ex mollitia unde eos placeat illum. Eveniet culpa ad tempore maiores enim quibusdam.
Maxime tempora quam veniam laborum libero. At repudiandae soluta in laudantium aperiam possimus."
126,1881,1,"Corrupti quisquam molestias laudantium unde vel delectus. In soluta provident accusamus culpa pariatur repellendus.
Error voluptatibus qui earum quod nulla culpa perferendis. Quam dolore molestiae quaerat. Dolores quam veritatis magnam debitis dolores iure in."
127,2267,4,"Eveniet cum asperiores maxime dolores suscipit blanditiis. Suscipit similique necessitatibus blanditiis porro nulla.
Ut quis eveniet impedit explicabo iusto quasi. Odit voluptates repellendus occaecati repellat. Accusantium delectus ducimus pariatur. Eius minus autem nesciunt illum."
128,835,5,"Quasi nulla quis corrupti explicabo qui nobis. Officiis nisi natus repudiandae consequuntur. Ipsam corrupti architecto recusandae harum similique eveniet.
Eum saepe architecto libero vel sunt. Tenetur facere et aliquam.
Neque enim laudantium. Suscipit ad provident iure vero."
129,945,3,"Porro delectus voluptate corporis vero atque animi illo. Dicta illum excepturi odio labore distinctio facere.
Ea odit perferendis adipisci minus laudantium."
130,609,5,"Incidunt illum quisquam. Modi quos dolores.
Cumque dolores odio consequatur deleniti. Nulla tempore fugiat eligendi recusandae nihil. Eveniet harum soluta molestias."
131,313,2,"Molestias quam magni architecto. Odio voluptatum minus dolore. Amet qui quis vitae iure doloribus voluptatem nisi. Velit necessitatibus esse recusandae quibusdam laudantium.
Assumenda minus unde non. Repellat aspernatur hic cumque.
Consectetur officiis quos dolore. Ducimus numquam magni."
132,1749,4,"Tempore vero quas blanditiis beatae dolorum placeat. Temporibus maiores excepturi ducimus odit. In veniam modi.
Libero dicta et voluptas qui. Quas facere vero est explicabo dolore praesentium dignissimos. Ullam aliquid quam amet quam at. Molestiae quod earum possimus tempora temporibus."
133,636,3,"Sint cupiditate occaecati voluptatum at tenetur id. Totam alias iusto molestias adipisci quidem voluptate.
Maxime rem eaque nemo consectetur ex. In sapiente quas perspiciatis. Veritatis odio doloribus maiores ut unde quae vel."
134,157,1,"Blanditiis excepturi labore voluptatibus eos modi doloribus. Totam ipsum exercitationem ipsam. Repellendus saepe ea minima sit quos quae.
Quasi laboriosam corporis at mollitia officia repellendus. Provident dolorum unde error."
135,1035,5,"Blanditiis vel occaecati quis cumque perspiciatis exercitationem asperiores.
Quae laudantium temporibus itaque deserunt.
Quam ad qui expedita iure.
Saepe fuga architecto quisquam exercitationem ea. Iste temporibus cupiditate autem molestias. Reiciendis numquam quos blanditiis tenetur odio id."
136,1435,4,"Reiciendis accusamus natus similique repellendus quae. Consequuntur illum dolorem consequuntur impedit.
Aut incidunt hic recusandae.
Earum vitae quia dicta libero dicta laboriosam accusantium. Sapiente aliquam quae alias officiis accusantium quibusdam."
137,505,1,"A quas illum doloremque. Culpa dolores sed ab vero sit eveniet. Blanditiis dolores distinctio pariatur aperiam nam nostrum.
Dignissimos at hic. Totam saepe at sunt labore doloribus eaque. Deleniti quaerat molestiae commodi."
138,2608,4,"Eius hic dolorum animi nesciunt. Deserunt provident earum voluptatum dolorem sed nesciunt.
Delectus quasi minus at rerum harum. Natus asperiores occaecati ullam. Magnam modi nihil quia atque enim necessitatibus."
139,600,5,"Magnam fugit accusantium. Maxime debitis unde omnis.
Soluta repudiandae doloremque adipisci voluptate quia. Sit vero harum eaque nisi odio unde. Est reprehenderit repellat recusandae autem quam dolorum."
140,2964,4,"Voluptatibus adipisci animi repellendus sit. Eligendi recusandae quos a suscipit deserunt. Dolor voluptate autem ullam nam.
Quasi consectetur quidem eum. At beatae occaecati illum nostrum ex ducimus. Nulla amet labore facere."
141,1196,2,"Consectetur accusantium quos natus nesciunt cupiditate. Expedita non eveniet consectetur placeat adipisci. Fuga deserunt qui in possimus doloribus odio.
Impedit voluptatibus quaerat dolor illo commodi harum. Aperiam vitae numquam vel natus."
142,2023,4,"Voluptates sint eos ab commodi delectus. Quas temporibus vitae est temporibus tenetur dolorum. Officia deserunt quam saepe corporis impedit.
Doloremque libero eos corporis ratione dolorem maiores. Quas porro veritatis ducimus consequatur."
143,530,5,"Accusamus illo odio laboriosam aliquam natus rem.
Eaque asperiores quia quaerat inventore laborum soluta. Soluta mollitia pariatur eligendi praesentium.
Nesciunt laboriosam labore minus fuga voluptates reiciendis. Doloribus dolorum corrupti repellendus beatae nemo."
144,2507,5,"Voluptate expedita molestias quas nulla veniam. Enim unde tenetur aliquam deserunt ipsum.
Vitae tenetur voluptates vero doloremque natus quaerat. Eligendi dolor odio expedita dolorem.
Tempora ipsam sint repellat earum. Cumque aliquam expedita incidunt provident. Dolores harum sapiente."
145,1032,1,"Voluptatum soluta recusandae sit ex magni. Iusto perferendis saepe non. Eveniet temporibus a fugit amet accusantium dignissimos.
Laudantium laborum nam aut possimus alias tenetur. Enim dolores amet corrupti magnam dolores. Necessitatibus similique tenetur illum dignissimos."
146,12,1,"Vel quis quidem modi quas autem. Mollitia voluptate aspernatur rerum eligendi ex.
Exercitationem vel atque ipsum. Eligendi dolor dolore voluptates distinctio.
Dolores deleniti quis enim delectus est. Est eligendi dolor sit facilis dolore. Itaque maiores quis iure."
147,2647,5,"Omnis quis est corporis ipsam. Velit eligendi dolore reprehenderit. Eaque alias sapiente suscipit.
Possimus dolorum rem reiciendis voluptas. Ipsam eos pariatur beatae assumenda nihil nostrum. Labore aspernatur odio ullam recusandae molestiae."
148,2572,1,"Quidem eaque voluptatibus ut. Nemo hic aspernatur id. Aspernatur expedita dignissimos atque.
Consequatur magni maiores perferendis saepe ea accusantium.
Incidunt asperiores esse. Dicta dignissimos quos veniam hic excepturi."
149,1644,1,"Praesentium facilis a assumenda. Culpa deserunt voluptate.
Culpa ea dolor nihil eaque. Aliquam eaque soluta quisquam dolor numquam impedit. Ex numquam facere. Amet eligendi fugit fugit."
150,1908,5,Soluta aliquam enim odit omnis reprehenderit. Dicta sequi amet ipsum molestias alias. Modi voluptate accusantium animi fuga cumque quis deleniti.
151,883,3,"Minima maxime minus eaque.
Veritatis officia reiciendis enim aliquam voluptates. Nam dolores placeat quod dignissimos amet. Unde non deleniti blanditiis quas odio deleniti.
Soluta facilis hic quidem perspiciatis. Hic unde in libero ut possimus consequatur."
152,1343,1,"Sunt quibusdam praesentium doloribus voluptatum rem. Rerum dolorum eligendi voluptatum modi vel animi exercitationem. Porro consectetur occaecati id doloribus eaque error dolor.
Eaque velit quod iure. Aliquid eum ullam ad."
153,694,3,"Quidem ducimus ipsum.
Amet consequuntur necessitatibus debitis laboriosam. Delectus eveniet modi velit reprehenderit aliquid culpa. Quam explicabo voluptatem ullam.
Ex numquam quidem reprehenderit harum quibusdam. Ut saepe est quo iusto neque."
154,1034,4,"Quae ex quaerat voluptatum iste accusamus repudiandae. Ipsum atque corporis quam. Optio eaque repellendus.
Tempora reprehenderit quae vitae voluptates. Omnis eveniet ab eum.
Temporibus harum esse minus. Nihil repellat unde doloremque. Exercitationem aspernatur dolor odio necessitatibus aut."
155,1434,3,"Quaerat voluptates odit earum perspiciatis. Doloremque accusamus quas.
Distinctio autem rerum nesciunt dolorum atque minus. Eveniet quaerat non mollitia. Consequuntur voluptates eius praesentium corrupti.
Eos expedita totam repellat minima. Vitae explicabo possimus sit ea hic voluptates veniam."
156,2704,5,"Libero quidem quibusdam perferendis similique maxime nemo. Dolores reiciendis sapiente nihil.
Laudantium consectetur amet architecto veritatis delectus nobis. Impedit beatae cum consequuntur repellat possimus placeat. Officiis qui illo eos. Cum consequatur tenetur eaque odit."
157,661,2,"Voluptatibus tempora esse. Temporibus amet beatae itaque earum.
Animi voluptas culpa explicabo voluptate quas asperiores necessitatibus. Consequuntur iure molestias quam amet dolorem. Magni maxime rerum nesciunt. Necessitatibus earum veniam repellat voluptates assumenda accusamus id."
158,1783,4,"Ipsa praesentium corrupti delectus neque eaque porro. Corporis beatae accusantium perferendis. Fugiat reiciendis sint.
Quasi modi ipsum ipsam nisi quo. Aperiam corrupti magni aliquid. Quod laboriosam atque optio eum dolorum aspernatur eveniet."
159,2138,4,"Repudiandae officia voluptate quos itaque expedita maxime.
Quas culpa impedit velit minus ex. Voluptate voluptates cumque assumenda odio.
Totam reiciendis saepe necessitatibus. Minima blanditiis placeat. Iste error maiores dolorem culpa cum veritatis nostrum."
160,2550,4,"Illum saepe nostrum rem. Vitae cum veritatis exercitationem aspernatur suscipit similique sed. Aspernatur rerum laborum placeat ullam aperiam temporibus.
Animi nihil pariatur totam nam doloribus iure. Iusto commodi delectus voluptatem voluptate eum.
Aspernatur aliquid delectus."
161,2047,4,Aliquid temporibus ea distinctio inventore totam. Aliquam beatae impedit esse. Aliquam laboriosam laudantium distinctio provident delectus perferendis.
162,2652,5,"Quaerat quas ipsam expedita impedit laborum nemo. Ad soluta quisquam autem provident ducimus. Perferendis minus laudantium distinctio sunt voluptates nobis.
Atque voluptas blanditiis sint modi natus quasi. At quis nostrum numquam dolores."
163,1313,4,"Sapiente ut totam voluptates amet optio earum. Expedita optio fugit quis ex nobis quaerat.
Libero quibusdam velit culpa ex. Doloribus dolores laudantium delectus nihil accusamus sed."
164,909,5,"Autem dignissimos totam. Ratione quam blanditiis quod.
Blanditiis provident itaque illum.
Provident voluptatem aperiam recusandae dolorem nesciunt perspiciatis. Aliquam consequuntur odit possimus rem."
165,1755,4,"Cupiditate quaerat deleniti atque. Illo vitae ut laudantium. Quas qui facere delectus laboriosam nisi voluptate. Facere sequi qui ullam nam quisquam nulla.
Modi repellendus ullam corporis ipsum magnam nobis quae. Fuga porro labore commodi officiis quis nulla."
166,770,1,"Quidem suscipit saepe quasi. Accusamus quisquam minus eligendi modi ducimus saepe omnis. Vitae rerum maxime iusto.
Atque consectetur corrupti natus praesentium. A eaque minus blanditiis. Dolor aliquam quae dolores consequuntur facere molestias. Asperiores odit reprehenderit quod."
167,908,2,"Quisquam fugiat nostrum. Nobis impedit sit est error dolorum asperiores. Eveniet ipsum sequi quae est.
Aperiam eligendi possimus aut ab illo perferendis accusamus. Nulla quia quibusdam quaerat nihil.
Earum sed quis asperiores odit. Distinctio iste aliquam ipsa expedita magni omnis."
168,1288,2,"Libero quidem velit vel unde. Facilis nostrum fuga repudiandae fugiat veritatis repellendus impedit. Tempore nulla consequatur fugiat adipisci sequi.
Perferendis reprehenderit ipsa fuga totam temporibus cum mollitia."
169,1841,2,"Voluptates nobis excepturi nesciunt tenetur veniam maiores ex. Harum ducimus fugiat reprehenderit veritatis accusamus quasi. Sint ullam iusto quibusdam illo.
Aliquam aspernatur non. Consectetur aliquam ratione doloribus sapiente perspiciatis odit sunt."
170,1292,4,"Perferendis minus facilis soluta aliquam. Est minus accusamus fugiat ad consequuntur.
Ipsa dolorum dicta sed iure voluptate nesciunt itaque. Voluptatibus minima aliquid facilis quo quaerat veniam. Id veritatis expedita occaecati aspernatur."
171,527,2,"Veritatis mollitia odio nihil vitae est. Tempora ex ut sunt quis exercitationem. Iure quisquam natus incidunt enim.
Veritatis quia porro corporis blanditiis voluptatem deleniti laudantium. Quis recusandae molestias quibusdam iure. Ex earum deserunt illum aliquam architecto illum."
172,1333,5,"Cupiditate necessitatibus amet placeat asperiores cum dolor.
Laudantium facilis deleniti minus animi. Nemo ea nostrum quam sed aperiam officia.
Odio earum totam fugiat. Dicta odio a blanditiis qui esse ut eos. Quas eveniet nihil laborum nemo amet mollitia necessitatibus."
173,918,3,"Nam aliquam repellat harum earum. Nobis assumenda illum molestiae quidem quasi commodi nesciunt. Totam non et nisi nam.
Recusandae rem debitis repellat provident maiores tenetur. Magni possimus iure exercitationem mollitia. Sint architecto magni id nihil cupiditate at."
174,2616,1,"Provident aliquid aperiam rerum doloribus. Optio excepturi sunt ut nulla veritatis. Tempore ipsam voluptatibus tenetur officiis aspernatur.
Rem dolores placeat dicta quisquam. Repellendus asperiores quisquam optio voluptate."
175,1151,4,"Voluptate odit deleniti. Pariatur tenetur sint doloremque repellendus.
Facere ducimus eius. Quo est cumque omnis accusantium.
Doloremque porro voluptatibus dicta incidunt at. Aliquid voluptate nobis saepe optio itaque libero nemo. Quibusdam expedita voluptatum aspernatur quod quisquam."
176,2115,3,"Quisquam reprehenderit provident maxime assumenda quos. Possimus enim quam suscipit neque odio. Aspernatur iste amet laborum ex enim reprehenderit.
Accusamus totam esse veniam labore expedita in.
Quas quaerat modi porro quo autem unde. Possimus est voluptatem odio."
177,588,1,"Vero sint officia laborum. Aut voluptatibus sint tenetur illum blanditiis quas. Natus dolor reprehenderit quos perferendis.
Suscipit ex placeat dolorem cupiditate quasi delectus. Vel consectetur non numquam dolores rerum sit voluptate."
178,1054,4,"Numquam eum dolor exercitationem voluptatibus odit repellendus. Iste magni nostrum. Quo magnam distinctio reiciendis nostrum culpa.
Soluta pariatur reprehenderit pariatur. Fuga quam soluta quisquam eligendi maxime earum voluptatibus. Enim animi et recusandae incidunt nulla consectetur."
