id_projeto,id_cliente,nota,comentario
116,2797,1,"Quidem distinctio sapiente consequatur sequi est. Consequatur sint iure iste mollitia fugiat voluptate.
Vitae maxime ut sint a vel eos voluptatem. Eius quidem officiis ullam nisi sapiente blanditiis."
117,1896,5,"Necessitatibus corrupti eligendi dignissimos quod maxime. Veritatis maxime tenetur esse alias tempore.
Quod autem officiis. Minus officiis corporis doloribus nemo repellat magni."
118,2835,1,"Odio odio ipsa laboriosam a distinctio quasi quidem. Sit dicta ad veritatis. Quasi nam mollitia cumque earum.
Odit minima suscipit veniam dolorum ducimus ipsum. Totam magni error perspiciatis sint tempora voluptate. Voluptas nobis nihil assumenda modi eligendi."
119,1440,5,Hic non dolor pariatur adipisci unde consequatur. Numquam natus ducimus quos tempore unde perspiciatis. Reprehenderit expedita eius occaecati nostrum amet ex. Officia natus sunt dolorum culpa quae distinctio.
120,2616,5,"Veritatis dignissimos at dicta doloremque iure. Magni quasi esse repellendus alias. Minima nostrum iure distinctio.
Officia eveniet labore in vitae. Deleniti inventore blanditiis corporis. Libero vel adipisci quasi similique."
121,1511,3,"Exercitationem similique id neque. Ab explicabo optio aliquam sit. Eveniet deserunt iusto cum blanditiis.
Laudantium explicabo ipsum porro consectetur accusantium optio. Soluta blanditiis iusto omnis eveniet. Incidunt perferendis magnam veniam optio aperiam."
122,1111,2,"Suscipit quos magnam earum natus. Natus nam sit corrupti animi nihil deleniti.
Officia magni voluptas perspiciatis nam. Voluptatum laborum voluptatibus unde adipisci. Provident ad culpa incidunt accusantium quisquam."
123,180,4,"Expedita vero deleniti alias accusantium hic. Temporibus dolorem at quis provident.
Veniam culpa quas. Ducimus nostrum illum similique. Fugiat officiis temporibus exercitationem minima eius dolores. Non assumenda corporis excepturi similique enim animi."
124,4217,2,"Nemo vero aliquid tempore deserunt nisi dolor. Repudiandae aperiam temporibus veritatis.
Fugiat occaecati voluptate delectus quisquam. Ex asperiores illum dolore. Voluptates eligendi consequatur deserunt."
125,2931,4,"Corrupti nisi harum esse ea quos quas. Alias dolorum facere voluptatum.
Nostrum reiciendis sed sapiente. Eveniet ipsam iure asperiores ducimus modi placeat beatae.
Velit neque tempore. Veniam cupiditate temporibus ipsam laborum magni aspernatur. Ex voluptate nostrum eligendi occaecati dolorum."
126,343,5,"Aspernatur eveniet illo explicabo nemo nisi. Qui fuga ea cumque omnis.
Veniam fuga aspernatur deserunt ab tempore atque. Necessitatibus tenetur alias voluptates. Corporis debitis impedit similique cupiditate ex.
Dolorum et alias eius. Fuga explicabo beatae expedita facere."
127,2138,3,"Esse nostrum perspiciatis facilis. Magni qui voluptas vitae facilis. Nobis nesciunt amet.
Voluptates repudiandae corrupti deserunt minima laudantium. Nisi reiciendis itaque earum aliquam dolore."
128,475,3,"Accusantium doloribus mollitia at. Quos adipisci sit tempore. Ipsum distinctio ab voluptas aspernatur.
Voluptatem corporis perferendis deserunt tempora. Dolor ullam ipsum aliquid non dicta saepe eaque. Laborum magnam culpa.
Totam maiores voluptates assumenda. Repellat unde nemo vitae."
129,2042,2,"Veniam atque praesentium officia facere explicabo. Perspiciatis nisi omnis reiciendis.
Totam id ullam veritatis iure at nulla. Molestiae nostrum id repellat accusantium nobis iste. Cumque optio unde."
130,2061,3,"Maiores rerum commodi hic consequatur molestias nam. Sapiente eaque aut expedita aperiam. Architecto sit nemo rem.
Adipisci quae doloribus accusamus commodi iure quas. Aspernatur blanditiis velit blanditiis odit."
131,2209,3,"Nostrum ea nihil asperiores modi animi aperiam. Similique enim dolore sed vero tempore exercitationem ipsum. Saepe eos itaque possimus laudantium.
Iste blanditiis nihil in itaque.
Omnis odit in eveniet aliquid repellendus. Vero ex autem quos quisquam explicabo.
Consectetur dignissimos recusandae."
132,1702,3,"Veritatis dolorum unde tenetur. Perferendis architecto aperiam quo sit molestias. Consectetur quis a vel nobis esse deleniti.
Aperiam nemo omnis officia vel ipsam sapiente. Aspernatur velit neque. Ut qui dicta possimus adipisci. Exercitationem doloribus earum consequuntur."
133,3437,1,"Ipsum tempora provident natus deleniti repudiandae laborum. Provident iste in atque. Aspernatur fugiat commodi cumque rerum unde.
Commodi nesciunt praesentium corporis accusantium voluptate blanditiis. Officiis inventore accusantium. Quas minima quis saepe minima nemo."
134,7,1,"Saepe laudantium dolore aliquam totam nostrum. Suscipit et ex laboriosam occaecati laborum rem.
Dolores sint optio quidem quas magnam. Nostrum voluptas quos deleniti adipisci voluptate quia.
Suscipit odio porro fugiat. Possimus id doloribus in magni harum ipsa. Consequuntur et iure."
135,4921,1,"Quasi quae aspernatur ex. Ab at iusto fugiat molestias inventore. Provident voluptate adipisci atque culpa corrupti officiis saepe.
Voluptatum excepturi beatae perspiciatis odio. Illum in at accusantium molestiae."
136,2728,5,"Eius dolores culpa vero molestiae dolorem. Adipisci quasi delectus. Reprehenderit amet natus velit sint quo atque.
Molestias alias nihil eveniet.
Molestiae officia quo deserunt consequuntur labore amet. Accusamus atque ut fugit doloribus eum possimus."
137,4155,2,"Reiciendis nemo nihil quidem voluptatibus fugit. Voluptatibus incidunt voluptas aliquid. Dolore vitae perspiciatis.
Accusamus corporis consectetur. Dolores repellat ducimus culpa eaque ipsum nesciunt. Nostrum molestiae quidem."
138,4717,3,"Nam recusandae omnis deleniti. Voluptate porro in minus. Quo dicta eos ipsum cupiditate eius.
Fuga aspernatur minima accusamus inventore rem harum. Atque dolorem expedita dolore error. Ipsum quisquam dolor doloremque totam.
Assumenda facilis architecto iure est provident. Et cumque dolore autem."
139,217,4,"Suscipit repudiandae rerum beatae quibusdam culpa autem. Suscipit libero nemo iure recusandae incidunt. Incidunt laborum quae.
Quod in temporibus quas adipisci expedita reprehenderit.
Amet aliquam corrupti deserunt. Officiis cum voluptas."
140,4060,1,"Minima architecto magni hic iusto tempora itaque deleniti.
Sed a nulla eveniet dicta saepe libero asperiores. Incidunt a nobis voluptatem similique accusantium praesentium. Magni odio necessitatibus veniam.
Perferendis numquam asperiores. Impedit praesentium non ex sit ratione."
141,4524,5,"Accusantium laborum non qui. Repudiandae consequatur libero voluptates. Quibusdam eaque blanditiis laborum ullam explicabo accusantium.
Fugiat facere occaecati perspiciatis. Hic dicta ex veniam. Dolorem nobis consequatur quae mollitia ipsa."
142,1434,2,"Saepe modi blanditiis sint. Repellendus ad harum molestiae iusto eius enim delectus. Odit velit ratione provident amet dolore deserunt.
Accusamus ab necessitatibus in non.
Ab quis ducimus provident natus id natus accusantium. Libero doloremque culpa ullam."
143,3517,4,"Adipisci repellat non officia repudiandae placeat iste ea. Repellat quis atque architecto atque at modi.
Labore error id non cumque ipsum esse soluta.
Fugiat minus dolorem officiis reiciendis.
Aut laudantium reiciendis tempora. Modi ex fugit. Cupiditate minima expedita."
144,3855,2,"Asperiores ullam error earum dolore tempora. Voluptatibus fuga cumque voluptatibus deserunt possimus dolor. Blanditiis beatae facilis alias iure magni animi.
Id adipisci esse. Provident assumenda ab sapiente laborum.
Fuga distinctio et. Hic vel porro blanditiis. Quisquam mollitia nisi ea."
145,4371,4,"Quis aliquam nisi ipsum in beatae. Sit ut eos laudantium deserunt. Eveniet ipsa molestiae quos pariatur perferendis asperiores.
Blanditiis amet in totam quia. Officiis eum fugit dolorum quae soluta optio."
146,2532,5,"Aspernatur voluptatem modi saepe illo quibusdam. Repudiandae asperiores neque expedita. Numquam quia modi corrupti.
Inventore facilis cupiditate commodi quis cumque. Expedita vero eum occaecati autem laboriosam.
Animi ex in occaecati. Error autem mollitia error distinctio quod nobis."
147,3003,1,"A amet velit assumenda ipsum labore qui. Reiciendis maxime ipsa saepe. Officiis ea nobis recusandae tenetur ex.
Similique eaque sit fugit. Omnis inventore doloribus aut quo magnam omnis."
148,4593,3,"Quasi quidem illo. Adipisci ab ducimus illo aspernatur dolores.
Quibusdam porro eius fuga fuga. Consequatur delectus eum quo minus.
Laborum harum illum nobis occaecati dolorem. Consequatur possimus facere. Molestias officiis odio dicta non eaque earum."
149,43,5,"Quia temporibus tempora. Fuga ipsa vitae consectetur sunt iste qui. Neque ipsa laudantium quae totam asperiores laudantium.
Beatae nulla consectetur dolores delectus ratione."
150,4786,4,"Cupiditate consectetur iure ipsa. Ratione fugiat eaque placeat. Sequi molestiae quam at praesentium mollitia.
Laborum optio distinctio iste asperiores. Ipsum adipisci aliquid officia quod ea explicabo. Debitis natus quos recusandae nulla placeat."
151,1382,3,"Deleniti vitae quis minima unde id. Aspernatur voluptatibus maiores optio cum architecto voluptatum. Quas delectus deleniti quis dignissimos eius.
Dolor aliquam tenetur consectetur. Tenetur quaerat vitae nam voluptate."
152,2822,1,"Expedita blanditiis fugit dolorum autem excepturi. Repellendus nemo facilis ut iusto autem perspiciatis.
Magnam maxime atque suscipit. Ullam est est maxime voluptates voluptate. Consequatur numquam eligendi ipsam nemo eaque totam."
153,4468,1,"Delectus exercitationem culpa ea commodi illo. Cupiditate quidem assumenda cum nostrum.
Tenetur eaque delectus labore. Voluptatum culpa saepe qui vitae dignissimos.
Consectetur modi reiciendis velit tempore quis et. A ea aut dolor nulla rerum. Quaerat nisi quaerat aliquam."
154,2405,4,Dignissimos minima labore distinctio magnam magnam. Non architecto esse commodi ipsum iure beatae. Autem sequi dolorum sapiente eaque et.
155,3800,3,"Sit natus exercitationem quis. Eum voluptas odio quisquam ex voluptatibus. Dolores quo eum quo.
Ratione fugiat suscipit nisi soluta. Atque culpa tenetur itaque ipsa atque occaecati nemo. Amet in inventore esse. Itaque eos dolorum."
156,1812,4,"Repellendus aliquid minus sint laudantium id. Enim asperiores natus molestiae accusamus nihil quod illum. Voluptate fugiat totam iure sunt vero.
Hic accusamus quasi quod reiciendis commodi incidunt. Illum libero magni corrupti et reiciendis explicabo. Quas ut dolorem est error dolores iusto."
157,2624,5,"Vitae animi temporibus sit aperiam. Ducimus beatae labore quas facere perferendis. Voluptate sint assumenda odit.
Cum reiciendis incidunt aliquam. Quasi placeat quia molestias."
158,4589,3,"Officiis eos cupiditate. Dolorem eos possimus laudantium. Iusto harum consectetur iure molestias quas.
Quia ex debitis molestiae nesciunt. Odit eum explicabo nulla enim earum iure. Facilis temporibus quae ipsum.
Commodi modi corrupti cumque. Quis necessitatibus beatae."
159,1936,3,"Reiciendis dolorum dicta sit a.
Voluptate beatae ullam excepturi. Commodi minus explicabo voluptates voluptates ut. Odit quae atque alias.
Neque iusto nostrum excepturi porro saepe molestiae. Magnam ratione consequatur eveniet odit officiis dolorum. Vero pariatur distinctio itaque odio distinctio."
160,1950,5,"Sit quisquam deleniti incidunt quas beatae hic pariatur. Deserunt minus consequuntur non.
Accusantium fugit explicabo exercitationem porro. Nulla tenetur minima debitis exercitationem. Itaque blanditiis eligendi vero quasi velit dolores."
161,718,1,"Alias reiciendis suscipit libero. Aperiam quo maiores magni. Sint rem maiores.
Totam fugiat omnis odit qui. Quas vitae recusandae repellat.
Alias sunt delectus labore. Incidunt impedit laudantium eos provident modi doloribus illo. Esse harum nam natus illo itaque."
162,3057,2,"Soluta minus laborum quisquam assumenda debitis. Qui non nisi neque atque.
Non consectetur est expedita pariatur alias. Facilis ullam aliquid officiis. Adipisci officia incidunt quas. Modi exercitationem delectus quae sequi corrupti alias."
163,3503,2,"Dolorem corrupti non repellendus aliquam. Id quaerat illum blanditiis. Voluptas fuga necessitatibus dignissimos.
Quas aliquam quasi libero unde.
Mollitia quis sunt. Natus libero necessitatibus ad voluptatum. Perferendis dolores qui labore ut. Aut unde illo id mollitia deleniti."
164,248,1,"Cum ipsam corporis deserunt excepturi libero modi. Deserunt assumenda alias aspernatur deserunt beatae et. Aliquid possimus voluptatem excepturi vel eius non.
Veritatis sapiente dolore velit id vel itaque. Voluptates praesentium quibusdam officiis esse quas quia."
165,2204,5,"Veritatis illo nobis beatae voluptates omnis aliquid. Dolores magni illum expedita vitae exercitationem. Perspiciatis aut dicta itaque omnis.
Maiores pariatur ad vitae itaque. Nihil impedit error tempora qui aut. Facilis numquam ipsum occaecati ipsum ex saepe."
166,1552,1,"Sapiente asperiores repudiandae impedit laudantium non. Eveniet id porro vitae culpa.
Necessitatibus quibusdam dolorum culpa voluptatum iusto. Ea velit nemo ab. Officia sint quaerat voluptas id. Praesentium praesentium facere molestiae odit."
167,4892,3,"Illum blanditiis dolore officia illum voluptates porro. Beatae nisi debitis suscipit velit laboriosam maiores repudiandae.
Fugit accusantium et sit facilis.
Eius voluptas aspernatur velit. Dolorem iste cumque consectetur eveniet corrupti. Officiis eaque ratione in soluta iste."
168,3571,1,"Expedita ab sunt nulla est. Corrupti accusamus ea veniam exercitationem necessitatibus.
Sint impedit laudantium numquam reprehenderit. Hic dolore eveniet eligendi aliquam asperiores adipisci.
Molestias veniam culpa adipisci. Quaerat corporis eius est odio."
169,2001,1,"Similique temporibus incidunt iste. Quos possimus modi facere perferendis minima.
Veniam consequatur harum laboriosam at deleniti iste molestias. Voluptatibus placeat ab delectus.
Eius sit labore architecto ipsa minima a totam. Excepturi id sint blanditiis. Quisquam sunt beatae enim."
170,3437,4,Voluptatem accusantium odit voluptatibus adipisci quidem inventore. Alias quam modi. Consequuntur dolore commodi quas accusamus. Ratione ducimus provident mollitia similique voluptatibus.
171,850,3,"Sit laudantium dolore ducimus optio sint. Animi hic nisi delectus. Voluptates quae aliquam exercitationem accusamus.
Occaecati voluptates voluptatibus quam ipsam tenetur ipsam. Quibusdam amet minus. Amet provident est molestiae quos ipsam beatae."
172,2900,4,"Nemo quibusdam optio molestiae corrupti perspiciatis quaerat. Hic sed ducimus nihil tenetur.
Adipisci corrupti a ea aliquid deserunt mollitia. Similique aperiam laudantium a eveniet."
173,4769,1,"Modi voluptates corporis autem voluptates unde. Vitae corrupti voluptatum fugit ratione. Rerum occaecati ad reprehenderit sequi perspiciatis adipisci.
Facere vero doloribus.
Dolore error reiciendis eveniet deleniti eius. Eos natus quaerat est. Impedit ipsa quibusdam."
174,621,1,Provident ipsa nam atque vero ab unde. Doloremque repellendus quasi excepturi asperiores nesciunt nesciunt nesciunt. Hic quisquam iure possimus sequi itaque.
175,4657,1,"Omnis ipsum aspernatur minima sit vel neque. Debitis accusamus saepe magni beatae minima.
Nihil ut corporis nesciunt tempore. Praesentium aperiam fugit commodi saepe inventore assumenda sed. Aperiam autem ipsum quidem."
176,284,3,"Praesentium tempora illo fugiat veniam illum alias. Accusamus ipsam ratione modi distinctio.
Quo laboriosam nobis ad enim expedita odio.
Voluptatum quam libero reprehenderit reiciendis. In facere vitae velit."
