id,id_cliente,id_categoria,status_projeto,titulo,descricao,orcamento
141,141,6,Projeto Cancelado,Recusandae Nam Plataforma,Voluptatibus dolores culpa saepe doloribus. Aspernatur excepturi doloremque autem rem fugit iste incidunt. Sunt deleniti hic atque libero totam dolores.,767.43
142,142,2,Projeto Cancelado,Nisi Unde Sistema,Quam ex laudantium perspiciatis eveniet. Dignissimos rem saepe. Earum commodi similique consequatur commodi quasi.,243.69
143,143,8,Projeto Concluído,In Harum Solução,Aliquid et voluptatibus facere sed explicabo deleniti. Amet inventore illum.,665.93
144,144,10,Projeto Concluído,Eum In Projeto,Veniam optio soluta itaque adipisci itaque. Quibusdam vero expedita enim magni. Exercitationem hic ad incidunt.,801.06
145,145,6,Projeto Concluído,Sapiente Sint Projeto,"Doloremque nulla aut ipsum. Ipsa fuga voluptatem autem doloribus deserunt.
Molestias debitis magnam. Nam quisquam optio nisi.",384.40
146,146,5,Projeto em Execução,Consectetur Fugiat Sistema,Odit corrupti quidem mollitia. Suscipit minus reiciendis quidem culpa repellat ducimus. Rem omnis quibusdam.,772.16
147,147,6,Projeto Concluído,Ipsa Debitis Solução,Odio commodi eveniet quibusdam fugiat laudantium. Veniam similique architecto ipsa voluptate alias magni.,316.00
148,148,5,Projeto Concluído,Accusantium Odio Plataforma,"Beatae eligendi omnis autem neque natus. Rem amet excepturi vero. Molestiae minus similique.
Aspernatur fugit autem hic. Repudiandae in nemo aliquid. Vel molestiae vitae mollitia.",335.35
149,149,8,Projeto Concluído,Rem Nemo Sistema,"Sequi sequi ipsa voluptates.
Expedita eius totam. Officiis sunt laborum quasi aliquam. Quisquam perspiciatis magni numquam.",917.12
150,150,7,Aberto a Propostas,Sed Autem Plataforma,Dolorum corrupti dolorem perferendis. Eaque vel distinctio officiis minus.,334.93
151,151,4,Projeto Concluído,Culpa Dolore Sistema,Iusto labore distinctio. Rerum magnam alias. Corrupti deserunt libero cumque unde reprehenderit odio explicabo.,703.46
152,152,10,Aberto a Propostas,Ipsam Vitae Solução,Similique cumque eos doloremque. Laborum provident molestiae consequuntur ducimus. Nobis labore cumque ut eveniet animi illum.,69.22
153,153,8,Aberto a Propostas,Consectetur Optio Sistema,Ratione laborum mollitia ex. Optio voluptatibus soluta. Soluta quibusdam libero tempore. Illo tenetur voluptate quidem nihil non corporis.,403.54
154,154,9,Aberto a Propostas,Voluptates Esse Solução,"Fugiat corrupti corporis pariatur distinctio natus maiores itaque.
Nisi pariatur nostrum expedita. Vitae ullam cupiditate quas fugit. Minus quasi nulla repellendus.",833.50
155,155,9,Projeto Concluído,Nihil Ipsa Plataforma,Vero veritatis a ratione. Voluptatem laborum veritatis quis eius reiciendis. Dolorem mollitia saepe non autem. Placeat molestiae error fuga.,75.76
156,156,5,Projeto Concluído,Natus Ut Solução,"Quae illo alias sint. Possimus tempore ut hic nostrum incidunt ab ad. Explicabo maiores exercitationem sit.
Blanditiis eum ut nesciunt eveniet quidem in eveniet. Maxime exercitationem dolores.",978.75
157,157,2,Aberto a Propostas,Dolore Magni Projeto,Pariatur quod neque cum iure itaque atque illo. Eaque possimus delectus quas. Praesentium minima recusandae reprehenderit ullam cupiditate nobis. Tempore ipsa sequi libero totam.,717.47
158,158,6,Projeto Cancelado,Unde Autem Solução,"Consectetur praesentium eligendi non omnis assumenda. Cumque dolorem et tempore facere vero vel.
Reprehenderit assumenda ut expedita. At unde nemo quis.",557.12
159,159,4,Projeto Concluído,Ad Ex Solução,Cumque consequuntur earum aperiam hic impedit. Sapiente culpa consequatur libero nesciunt officia voluptatibus quaerat. Tempora placeat ratione exercitationem error.,402.79
160,160,5,Projeto Cancelado,Qui Debitis Solução,Debitis possimus officiis ea. Excepturi asperiores error maxime cum ullam. Sint nihil in dolore libero. Ut minus pariatur vero voluptatum nostrum.,26.94
161,161,1,Projeto Concluído,Ratione Assumenda Sistema,Illo sit perferendis necessitatibus numquam ipsa vitae quis. Laborum reiciendis minus ratione qui quam.,848.24
162,162,10,Projeto em Execução,Quibusdam Porro Projeto,"Doloribus cum quam facere. Magnam dignissimos culpa sit impedit commodi.
Ad adipisci ratione asperiores. Sequi rem quasi veniam vitae ab sequi. Harum facere possimus quam expedita quo odio.",652.69
163,163,9,Aberto a Propostas,Esse Nostrum Solução,"Modi nisi odit reprehenderit deleniti laudantium quam. Exercitationem excepturi sunt alias animi pariatur eveniet.
Officiis nam illo saepe accusantium. Atque maiores non perspiciatis.",215.84
164,164,4,Aberto a Propostas,Eaque Deserunt Solução,"A adipisci optio libero. At deleniti quos nemo magnam blanditiis ipsa ut.
Incidunt ad natus unde eaque enim ut. Ut suscipit quasi voluptatum itaque. A molestias nostrum eveniet.",72.34
165,165,7,Projeto Concluído,Cumque Odit Sistema,Totam minima ab consectetur aspernatur dolor ipsa. Pariatur tempore ipsa.,182.93
166,166,8,Aberto a Propostas,Blanditiis Ipsam Projeto,"Nesciunt sint quas iusto. Similique expedita mollitia iste.
Ullam optio numquam fugiat omnis. Eaque impedit id cum. Voluptates quasi iusto adipisci soluta neque.",343.52
167,167,1,Projeto Concluído,Sit Explicabo Solução,"Molestiae facere quam veritatis similique magnam. Corporis aliquid veniam quos. Magni amet commodi veritatis quis.
Necessitatibus modi dicta expedita cum optio ex.",289.78
168,168,3,Projeto Cancelado,Doloremque Temporibus Projeto,Aut adipisci quisquam labore alias facere voluptates exercitationem. Aperiam quae harum et repellendus omnis minus. Consequatur corrupti ab eveniet.,988.63
169,169,9,Aberto a Propostas,Culpa Laudantium Projeto,"Rem quam architecto libero ex eum facilis. Rem vero labore officiis.
Earum a repellat animi deserunt vel aspernatur ullam. Est ab quisquam molestias.",17.02
170,170,10,Projeto Concluído,Odio Dignissimos Solução,"Aspernatur delectus veritatis cumque doloribus nemo. Soluta excepturi iusto veniam dicta quaerat. Quas at cumque exercitationem veniam.
Beatae iure sit eius architecto. Dolor porro molestiae.",779.58
171,171,3,Projeto Concluído,Eligendi Facere Solução,Consequuntur consectetur laudantium minus. A ducimus veritatis doloribus vel sint dolore.,223.47
172,172,4,Projeto em Execução,Ipsa Magnam Projeto,Laudantium occaecati veritatis ea. Cupiditate laborum alias corporis minima quis voluptatum. Voluptas laborum fugit. Dicta qui odio mollitia id illum quidem.,943.44
173,173,2,Projeto Concluído,Non Error Projeto,Magni doloremque doloribus earum cupiditate doloremque nesciunt. Et deserunt distinctio reiciendis magnam. Ipsum asperiores soluta maiores enim expedita labore.,926.11
174,174,5,Projeto em Execução,Vero Consequatur Sistema,"Sequi eum nulla labore quo. Ab eveniet consectetur.
Laboriosam vero ex quod. Doloribus odit veritatis sed at minus qui. Quia deserunt laborum.",840.99
175,175,4,Aberto a Propostas,Facilis Exercitationem Projeto,"Veritatis illum eum. Vero aliquid eos laudantium.
Fugiat expedita ipsum nemo temporibus officia repellendus. Esse asperiores ducimus.",143.91
176,176,1,Projeto Concluído,Recusandae Blanditiis Solução,"Necessitatibus saepe perferendis commodi ipsam ducimus dolore. Eum velit quis.
Aut expedita aperiam assumenda accusamus. Accusantium doloribus facilis deleniti aut a dolorum.",584.75
177,177,6,Projeto Cancelado,Quisquam Ullam Sistema,Aliquam doloremque commodi alias ad necessitatibus laboriosam.,58.84
178,178,4,Projeto em Execução,Distinctio Provident Solução,Ipsum eveniet porro quasi sequi asperiores vel quibusdam. Expedita autem ad officia facilis. Perspiciatis odio iure ullam quod quibusdam occaecati. Aut alias optio minus quisquam recusandae.,756.98
179,179,1,Projeto Concluído,Quas Odit Solução,Quam doloribus voluptas ea sit vel blanditiis quas. Odio neque tenetur quae consectetur. Eligendi quos ea explicabo et.,230.56
180,180,2,Aberto a Propostas,Quibusdam At Projeto,"Dicta sint in nesciunt corporis repudiandae totam. Adipisci nostrum nesciunt laudantium perspiciatis atque.
Facere modi asperiores. Nemo iste assumenda blanditiis.",643.77
181,181,5,Projeto Concluído,Vel Nemo Sistema,"Necessitatibus cupiditate beatae dignissimos. Corrupti libero pariatur explicabo voluptate odit.
Maiores magni esse necessitatibus esse amet rem. Soluta iste harum nostrum.",945.55
182,182,4,Projeto Concluído,Dolores Qui Plataforma,Aliquam eos veniam consectetur exercitationem. Eos nemo repudiandae temporibus.,928.52
183,183,5,Aberto a Propostas,Debitis Veritatis Sistema,Architecto dignissimos dolores saepe rem in delectus. Dolorem rem rem voluptates quod nemo. Ut optio culpa labore illum voluptates.,235.43
184,184,7,Projeto em Execução,Veritatis Natus Projeto,Eaque magnam voluptas reiciendis. Sit vitae commodi inventore. Minima expedita molestiae aspernatur inventore alias quaerat.,40.96
185,185,5,Aberto a Propostas,Occaecati Totam Sistema,Officiis magni quos pariatur voluptate ut tempora quibusdam. Officiis illo dignissimos fuga blanditiis ipsum. Fugit hic molestias fugit mollitia quidem.,178.50
186,186,10,Projeto em Execução,Ab Totam Plataforma,Est commodi totam numquam. Ad aliquam placeat cumque. Vel harum itaque sapiente provident sed autem minima.,941.61
187,187,1,Aberto a Propostas,Quisquam Veniam Sistema,Voluptas provident maiores. Dignissimos dolore iure ducimus repellendus.,451.92
188,188,5,Projeto Concluído,Repellat Distinctio Solução,"Numquam ducimus provident pariatur molestias deleniti.
Cupiditate quae unde assumenda.
Adipisci accusantium reiciendis.",735.54
189,189,7,Projeto Concluído,Ipsam Repudiandae Sistema,"Sint eveniet quo est nostrum doloremque. Error enim sed temporibus et illum itaque. Ad quibusdam hic cupiditate repudiandae.
Aperiam qui dolor sit autem. Ipsum dicta cumque blanditiis non.",706.91
190,190,5,Projeto Concluído,Voluptates Tempore Solução,Placeat quibusdam perspiciatis labore. Modi consequuntur dolorum aut commodi ratione dignissimos aspernatur.,341.58
191,191,3,Aberto a Propostas,Hic Optio Sistema,"Tempore et sit excepturi repellendus odit amet tenetur. Harum ipsum dolorem optio sequi consequatur.
Eligendi nesciunt hic minima nobis vel. Quibusdam et sint praesentium quisquam.",126.78
192,192,1,Projeto em Execução,Ipsum Quos Projeto,Earum quod totam explicabo. Saepe nihil consequatur minima quia sunt deserunt fugit. Voluptates rerum delectus perspiciatis ducimus.,219.11
193,193,2,Projeto Cancelado,Quae Natus Plataforma,Illo doloremque at corrupti quo reiciendis repudiandae animi. Numquam quae numquam ipsa itaque. Voluptate incidunt atque iste in veritatis rem.,525.60
194,194,6,Projeto em Execução,Blanditiis Consectetur Projeto,"Sed aliquid laboriosam commodi. Libero fugit sequi adipisci iusto omnis.
Impedit id voluptate fuga consequatur.",515.37
195,195,8,Aberto a Propostas,Fugit Deleniti Sistema,"Quod consequuntur facere rerum rem ratione sed. Minus non voluptate perspiciatis natus.
Pariatur asperiores reiciendis. Quibusdam inventore nisi sit ullam minima itaque.",128.24
196,196,2,Aberto a Propostas,Atque Sunt Solução,"Natus tenetur omnis enim nulla. Nihil vitae itaque aut nam.
Voluptate dolorum exercitationem quo illum earum. Et nisi iusto nam.",293.10
197,197,2,Projeto Cancelado,Error Natus Sistema,Eligendi nihil ab iusto necessitatibus ipsa. Vero suscipit totam reiciendis corrupti. Esse praesentium reiciendis dolorem laudantium harum quos. Beatae amet unde culpa minima quia ea recusandae.,465.28
198,198,9,Projeto em Execução,Natus Esse Solução,Voluptatum fugit pariatur ipsa ipsa eaque. Magni aliquid cum. Cupiditate magnam praesentium impedit qui quidem reiciendis.,872.45
199,199,2,Projeto Concluído,Voluptatum Voluptatibus Sistema,"Pariatur provident tempore. Officia molestiae quod occaecati animi nisi fugiat. Assumenda quam beatae aspernatur officiis.
Eos quasi quisquam amet. Odit odit distinctio.",471.24
200,200,4,Projeto Cancelado,Pariatur Commodi Solução,"Error alias dignissimos commodi soluta.
Debitis cum aliquam maiores ullam iste quo quam. Facere asperiores pariatur sequi hic magnam.",445.93
201,201,7,Aberto a Propostas,Unde Debitis Plataforma,Ad enim recusandae est vitae. Consequuntur voluptatibus dolorem nam debitis nihil.,883.47
202,202,9,Aberto a Propostas,Dicta Illum Projeto,"Minus quam nulla.
Aperiam rem labore ea occaecati. Voluptatum nobis corrupti accusantium. Pariatur tempore odio numquam. Natus quod libero ipsum et quam reprehenderit.",363.58
203,203,1,Aberto a Propostas,Excepturi Magni Plataforma,Laborum in pariatur dolor magni. Exercitationem nam minus voluptatum sequi porro illum. Inventore ex tempore.,799.08
204,204,6,Projeto Concluído,Error Temporibus Sistema,"Unde voluptate rerum rerum placeat voluptatem optio qui. Magni sed necessitatibus nisi.
Mollitia ducimus tempore id architecto. Deleniti dolores vel totam. Autem accusamus reprehenderit totam.",962.96
205,205,9,Projeto Concluído,Quo Autem Projeto,"Adipisci ducimus consequuntur nulla fugiat aspernatur. Sequi doloremque quasi itaque.
Placeat praesentium est alias a. Corrupti perferendis asperiores nostrum nulla voluptate non labore.",608.41
206,206,3,Aberto a Propostas,Totam Praesentium Projeto,Veritatis quia dolor nulla suscipit quia porro. Eos ab temporibus modi alias laboriosam sit. Dolorum illum veritatis veniam eveniet ullam.,249.93
207,207,1,Aberto a Propostas,Sapiente Cupiditate Projeto,"Nobis adipisci delectus velit. Laborum voluptatem veniam minus dolores debitis. Sunt amet culpa magnam.
Dolore id aperiam error aperiam atque sunt est.",103.12
208,208,6,Aberto a Propostas,Magnam Illum Solução,"Odit corporis repellat sequi. Quo nam excepturi veniam quia.
Id quia natus quas quidem pariatur vero voluptas. Eveniet consequuntur eos saepe similique.",332.00
209,209,9,Projeto em Execução,Odit Distinctio Projeto,"Modi distinctio sunt velit repellat consequatur. Veniam neque quas quaerat perspiciatis.
Ea culpa excepturi ad. Illum nemo dolorum ex quod sit accusamus modi. Sit sit harum nesciunt id tenetur ea.",550.47
210,210,9,Aberto a Propostas,Laudantium Animi Solução,"Fuga deleniti inventore impedit. Animi ipsam dolor ipsa a vel quisquam. Vel ipsa non ab ea.
Vel vel sunt corrupti.",965.41
211,211,10,Projeto Concluído,Reprehenderit Sint Solução,Dolores ex est cumque accusamus repellendus. Eius amet blanditiis odio. Qui delectus reprehenderit quae quasi eos et.,790.17
212,212,7,Aberto a Propostas,Velit Sapiente Plataforma,Et voluptate et quam temporibus rerum dolor. Odio fugit aut assumenda recusandae cum deserunt quaerat. Repudiandae aut fugit tempore odit iure aperiam.,452.89
213,213,4,Aberto a Propostas,Veritatis Hic Projeto,"Cum molestiae a autem. Autem quae neque ad voluptatem possimus. Provident odio libero doloribus aliquid.
Esse vel voluptatibus reiciendis assumenda.",663.91
214,214,2,Projeto Concluído,Quaerat Libero Projeto,"Quae numquam consequuntur non est. Repudiandae dolores rerum molestiae fuga corporis.
Sapiente quia expedita. Minus ad nisi officia laboriosam deleniti.",838.08
215,215,2,Projeto Concluído,Magnam Odio Projeto,Est dicta officia modi consequuntur accusantium molestiae. Consequuntur minus dolor soluta reprehenderit earum eos.,932.07
216,216,9,Projeto Concluído,Quibusdam Ab Sistema,Quas tempore consectetur. Nihil nam ratione beatae nostrum nisi modi. Necessitatibus eum inventore veniam aspernatur tempora officiis.,428.72
217,217,1,Projeto em Execução,Vel Enim Plataforma,Commodi quaerat fugiat doloribus similique labore. Totam consequatur blanditiis eius nobis magnam eius velit.,509.39
218,218,1,Aberto a Propostas,Omnis Amet Plataforma,"Maiores aliquam hic rem. Praesentium itaque ducimus animi. Adipisci laborum ab totam facilis.
Repellendus quod sapiente.",722.04
219,219,5,Aberto a Propostas,Animi Rerum Solução,"Voluptatibus non dolorem ducimus.
Eaque recusandae blanditiis soluta aperiam explicabo. Nobis quaerat natus. Quas sapiente magnam recusandae expedita fugiat ex.",892.27
220,220,4,Projeto Cancelado,Quia Iure Projeto,Expedita et eos vitae provident saepe molestiae minus. Vel ullam sit possimus commodi sequi velit itaque. Dolorum beatae dolorem dignissimos cupiditate harum.,184.47
221,221,9,Projeto Concluído,Optio Enim Projeto,Nobis doloribus quod sit nemo sint. Incidunt accusamus doloremque. Nesciunt eos harum quisquam eligendi consequatur.,400.83
222,222,9,Aberto a Propostas,Nam Rem Sistema,Error ducimus debitis quas eum necessitatibus. Pariatur culpa vel architecto minima omnis. Ab expedita facilis nemo alias eveniet.,860.25
223,223,9,Projeto em Execução,Alias Facilis Plataforma,"Atque facilis explicabo neque nam earum. At deserunt totam molestiae labore magni laborum. Rerum quibusdam cum praesentium laudantium.
Porro rerum dolorum.",557.83
