id,id_projeto,id_freelancer,status_proposta,valor_proposta,prazo_entrega,descricao
83,83,559,Aceita/Em Andamento,5145.98,2025-05-18 18:35:52,"Doloribus atque unde corrupti explicabo. Necessitatibus ipsa incidunt officiis quasi quod doloremque.
Molestias quas nisi eum enim esse officia.
Eveniet maxime nesciunt non sequi maxime. Quae molestias labore quia corporis quae illo. Ea ipsa quas voluptas voluptatem eligendi ut reiciendis."
84,84,1518,Pendente,1342.85,2025-05-13 02:59:45,"Dolores voluptate nobis molestias. Consequuntur odio voluptatibus at est voluptates.
Exercitationem omnis minima inventore beatae dolorum adipisci. Odit veritatis labore id debitis. Atque magni in non ad molestias consectetur.
Ad ipsum error assumenda.
Ad exercitationem reiciendis recusandae. Inventore totam ab quas dolorum."
85,85,2342,Aceita/Finalizada,8679.44,2025-05-09 06:04:49,"Cum voluptatem asperiores animi nesciunt optio. Commodi quisquam minima saepe non deleniti sunt.
Neque voluptas quibusdam voluptas. Repellendus voluptates molestias suscipit veniam. Suscipit maxime minima ex sequi est voluptate."
86,86,1645,Pendente,7308.74,2025-05-17 19:27:48,"Enim eveniet incidunt rerum incidunt. Dolorem cupiditate veritatis sed minus.
Maxime commodi magni perferendis doloremque. Suscipit sint iure.
Praesentium ullam quae minima impedit maiores porro. Accusamus temporibus fugiat a. Perspiciatis eius dolore aspernatur soluta itaque.
Facilis aliquam alias excepturi iure temporibus."
87,87,524,Aceita/Finalizada,1802.62,2025-05-19 10:00:01,"Eum dignissimos itaque quia sed quam at tempore. Suscipit cum rerum excepturi recusandae possimus veritatis.
Minus sunt at doloribus magni modi dolorum. Repellendus autem enim.
Esse consequuntur sint expedita nemo.
Nisi rerum facere. Maxime veritatis itaque consequatur eaque."
88,88,1708,Cancelada,6058.50,2025-05-19 10:22:59,"Amet maxime quos soluta harum dignissimos. Optio consequatur quo.
Porro odit optio quos. Sapiente cum ipsum impedit ut rem. Odit odit natus quas nesciunt.
Corporis sit molestias at quam. Occaecati excepturi laudantium culpa ipsa aperiam nihil. Id tempora ipsum hic veritatis numquam impedit.
Qui adipisci qui veritatis assumenda."
89,89,2351,Cancelada,1251.09,2025-05-14 16:39:57,"Eum asperiores quibusdam voluptates culpa adipisci perferendis. Quod natus at repudiandae. Atque a consequatur asperiores saepe dicta.
Libero recusandae eius ea temporibus voluptatum. Libero non debitis non possimus iure. Aperiam debitis voluptates rerum.
Repellat minus harum sint aliquid maxime. Consequatur quas natus aspernatur."
90,90,1762,Aceita/Finalizada,5855.44,2025-05-20 11:09:45,"Quam deleniti occaecati sint. Aut quae laudantium culpa. Pariatur rem ducimus eveniet.
Illo assumenda commodi voluptatibus. Molestias quis nostrum quis ex ut.
Autem eveniet dolorem consequatur. Necessitatibus debitis deserunt aut itaque pariatur."
91,91,2562,Aceita/Finalizada,9573.78,2025-05-18 05:06:24,"Iusto at accusantium ea velit porro. Distinctio a consectetur eius consequatur aspernatur voluptatibus.
Molestiae dolorum dignissimos iste nisi quo autem. Consequatur maxime quod animi quasi. Ullam voluptatem fugit exercitationem a.
Laboriosam rem at repellat quibusdam asperiores reprehenderit ipsum. Labore dolorem iusto quam similique."
92,92,2171,Cancelada,2660.33,2025-05-10 17:50:09,"Voluptatem exercitationem cupiditate itaque. Sapiente reprehenderit mollitia quos nulla.
Maxime maxime voluptatem necessitatibus eaque sint. In voluptatum cumque maiores adipisci recusandae.
Aut mollitia laboriosam eius. Neque neque labore accusantium voluptatem."
93,93,1742,Aceita/Em Andamento,1359.94,2025-05-15 19:43:30,"Totam modi amet officiis vero. Aspernatur quidem nostrum quis.
Saepe ipsam minus magni. Dolor quidem dicta reiciendis sunt qui.
Eveniet deleniti expedita accusamus tempora. Natus cupiditate rerum illum. Molestiae quae reprehenderit reiciendis tempora."
94,94,566,Aceita/Finalizada,3174.30,2025-05-09 01:01:18,"Consectetur tenetur quaerat. Tempore error rem rem. Asperiores porro vitae maiores reprehenderit atque reiciendis. Numquam fuga alias tempore assumenda cupiditate.
Temporibus officia ex placeat numquam. Illo at quas minus voluptatum qui tempora earum. Aliquam asperiores in suscipit."
95,95,2815,Cancelada,5412.69,2025-05-16 19:44:08,"Laboriosam accusamus fugiat similique provident ab.
Deleniti corporis ab voluptatem. Vel incidunt occaecati praesentium nobis unde. Nihil in deserunt veritatis vel.
Voluptatibus aliquid expedita hic odio nobis laudantium est. Quo ratione voluptate odio nisi perspiciatis maiores. Inventore unde ab voluptatum fugit iste."
96,96,2260,Pendente,3483.20,2025-05-11 18:07:13,"Omnis soluta eius deleniti magni illum. Iusto iusto debitis repellendus odio at repudiandae quaerat. Corrupti dignissimos vero aspernatur odio ut accusantium. Voluptates voluptates quia eveniet occaecati fuga distinctio nobis.
Atque at aliquid quidem id enim dolore. Eum perspiciatis accusamus. Enim sequi ullam adipisci."
97,97,2552,Recusada,7666.13,2025-05-20 17:19:10,"Dicta facere illum aliquid nobis animi. Quos nisi voluptatum iste explicabo.
Unde quae quas sapiente. Debitis cupiditate a veniam officiis aliquid et in.
Sapiente dolorum expedita. Voluptas laboriosam commodi eaque nostrum ex.
Voluptate dolorem possimus voluptatem quibusdam. Consequuntur consequuntur enim autem nisi error necessitatibus ad."
98,98,1443,Aceita/Finalizada,1661.18,2025-05-18 09:55:08,"Saepe provident repudiandae delectus sunt rem.
Molestias sit fuga dolores eaque fugiat velit. Consequuntur voluptatibus tenetur illo. Excepturi fuga soluta natus.
Expedita placeat non odio. Voluptatem animi voluptatibus deleniti magni amet. Excepturi voluptas laudantium ipsam."
99,99,98,Recusada,9296.12,2025-05-19 06:34:22,"Similique enim iusto dolores. Optio et perspiciatis dolor deleniti.
Doloribus adipisci repellendus assumenda cumque totam atque.
Iste nostrum perferendis et possimus esse saepe. Provident maiores sapiente dolorem. Tempore laboriosam in quod excepturi architecto.
Tenetur quidem hic voluptatibus explicabo eveniet. Consectetur qui maiores."
100,100,2854,Aceita/Em Andamento,2228.11,2025-05-10 12:24:41,"Totam excepturi mollitia molestias non et quos. Consequuntur dolorum dolore minima corporis quasi molestiae. Voluptatem fugiat saepe accusamus occaecati nostrum amet voluptatem.
Esse laborum impedit quasi laboriosam aspernatur.
Aliquid eligendi ipsum saepe dolorem atque non. Amet necessitatibus nam praesentium consectetur."
101,101,545,Pendente,9547.55,2025-05-11 13:16:06,"Explicabo aliquam aliquam minima delectus harum. Eligendi et magni molestiae pariatur laborum corrupti. Cumque harum molestias fuga quia tenetur. Incidunt delectus accusamus ratione laudantium tempora at.
Sunt minima animi minima quasi aperiam. Nostrum iure id totam."
102,102,497,Aceita/Finalizada,3534.08,2025-05-11 07:04:37,"Rem nesciunt illum minima eius harum reiciendis. Nam adipisci aperiam. Cupiditate sed necessitatibus id debitis hic. Officiis optio repudiandae ipsum placeat reiciendis natus.
Dolore nostrum aperiam rerum. Assumenda ipsa explicabo natus ipsam. Possimus consequuntur nobis maiores cumque."
103,103,548,Pendente,6236.80,2025-05-15 14:23:16,"Dolor eligendi natus ex at quod nesciunt. Quae fugiat tenetur doloribus corporis aliquam error. Veniam nulla dolor magnam placeat.
In harum sapiente vero itaque beatae. Molestiae alias rerum voluptatum ad omnis veritatis.
Quas laboriosam aspernatur facere iure. Aut beatae commodi optio consequatur officia magni."
104,104,1864,Aceita/Finalizada,5565.77,2025-05-10 21:40:37,"Dolorem asperiores saepe dolorem. Iusto hic nobis ea.
Quidem reiciendis tempore temporibus id laudantium. Quaerat id harum repellendus blanditiis eveniet. Voluptatibus totam animi repudiandae iusto.
Eveniet eum harum ut praesentium.
Ullam illum adipisci ullam omnis hic cupiditate. Ratione molestias dolores corrupti similique at sed."
105,105,2950,Aceita/Finalizada,353.97,2025-05-10 19:24:14,"Debitis deserunt fuga ea velit laborum. Eveniet natus nostrum. Corrupti expedita eligendi ab facere et neque.
Maxime commodi aspernatur similique ipsa asperiores. Quia libero occaecati quis ea numquam quia.
Ullam harum minus suscipit consequatur. Culpa dolorem quam quam voluptatibus."
106,106,2858,Recusada,5560.10,2025-05-09 04:22:16,"Odit quibusdam placeat voluptatum amet architecto consequuntur. Minus rem beatae totam. Provident qui vel consequuntur deserunt.
Fugiat facilis praesentium autem hic nulla recusandae. Nisi repellat magni ullam blanditiis voluptatem dolores."
107,107,147,Recusada,5350.68,2025-05-15 10:32:07,"Eveniet eaque atque quod atque. Odit quam vitae quae. Animi perspiciatis tempora eum quis dicta id.
Dolorem occaecati pariatur reiciendis rerum. Adipisci tempore enim incidunt itaque. Expedita aspernatur debitis assumenda nihil molestiae.
Voluptas at eius odit molestias assumenda quis. Adipisci accusantium quidem deleniti."
108,108,404,Pendente,9062.90,2025-05-20 23:37:13,"Reprehenderit quia accusantium. Incidunt voluptatum officiis excepturi quae incidunt optio. Quis aliquid nostrum.
Reiciendis ratione libero ipsam quaerat. Similique facilis occaecati deleniti maiores quas harum.
Necessitatibus totam quibusdam cum. Explicabo odio provident quidem sint explicabo a. Maiores id iure quae."
109,109,2610,Recusada,5203.02,2025-05-09 11:09:28,"Odit consequatur quo quo dolorem. Quaerat dolor totam optio eos quibusdam delectus. Tempore consequatur amet labore quod sed saepe.
Ipsa saepe ipsam qui porro animi. Perspiciatis dolor repellendus iusto possimus ipsum ipsum.
A quidem amet impedit aliquam occaecati. Provident cum dolores tempora."
110,110,630,Aceita/Em Andamento,5073.41,2025-05-12 09:56:30,"Modi voluptatem pariatur vel pariatur atque. Dolore incidunt quibusdam quidem. Nulla maxime cum animi.
Tenetur et vero quia quam minima. Magnam repellendus ipsa sit. Ratione nemo officia.
Maiores officia nesciunt inventore. Magnam tenetur quibusdam libero nisi quod."
111,111,890,Aceita/Finalizada,1006.94,2025-05-09 11:09:58,"Illum tempora aliquid provident. Reprehenderit eos delectus blanditiis temporibus beatae ut. Eveniet molestias harum quaerat.
Ipsam odit accusamus iure cum quae fugiat. Perferendis explicabo numquam. Labore a minima dolor eligendi blanditiis.
Ad voluptatem ducimus impedit iste molestiae. Modi deserunt neque modi id deserunt."
112,112,684,Aceita/Em Andamento,2242.76,2025-05-20 05:42:08,"Quia non libero eum quam aspernatur. Quos maxime dolorum nesciunt quo soluta laboriosam. Ut dicta explicabo.
Quisquam repellat eligendi sapiente officia. Aliquam est ea nulla sequi.
Sint illo incidunt eligendi. Quae sint quia nulla.
Asperiores iusto quod. Suscipit magnam excepturi minima."
113,113,260,Recusada,9122.55,2025-05-20 05:46:56,"Vel cumque omnis eaque. Consequatur eligendi ex libero. Cupiditate fugiat perferendis doloribus.
Mollitia temporibus vel sapiente saepe. Eligendi similique praesentium deserunt. Amet velit ab modi quasi distinctio."
114,114,2065,Aceita/Finalizada,8230.79,2025-05-09 15:21:48,"Fugit dolorum labore eligendi.
Ullam quo consequuntur fugit quaerat nemo quasi. Quas aperiam mollitia harum deleniti. Occaecati numquam in blanditiis.
Debitis error iure libero consequuntur. Nam neque natus commodi ad.
Inventore ut doloremque cupiditate eum neque ipsum. Veniam impedit doloribus."
115,115,483,Cancelada,5564.08,2025-05-15 04:06:26,"Occaecati est deserunt earum ad. Tempore magni mollitia modi aperiam laborum blanditiis ipsum. Dolorum natus qui non aperiam eveniet doloribus.
Ipsum ullam at ducimus debitis ipsam. Blanditiis consectetur vel inventore ab. Porro architecto tenetur.
Ut quisquam est illum sed. Fugit minima eveniet quia voluptatibus."
116,116,2353,Recusada,4123.07,2025-05-14 16:25:58,"Similique voluptas tempora consequatur iusto. Fugit itaque officiis repudiandae in culpa blanditiis.
Cumque inventore iure corrupti odit inventore sed odit. Modi dolore ducimus nihil quos voluptate necessitatibus similique.
Fugiat ullam rerum. Error accusamus repellendus repudiandae tenetur eius rem facere."
117,117,233,Aceita/Finalizada,1659.57,2025-05-12 19:37:10,"Accusantium officia quas beatae explicabo reiciendis nemo. Delectus dolores autem aliquid.
Temporibus doloremque aut cum laborum. Quam libero dolorem error tempore. Cumque molestias dolores corrupti."
118,118,1593,Cancelada,3465.50,2025-05-12 03:59:06,"Magni officiis adipisci quaerat perspiciatis modi provident. Dolores occaecati in similique error ut minus. Ad iste facere labore nesciunt. Distinctio error laborum maiores.
Veritatis praesentium accusamus dolorum in alias blanditiis beatae. Nesciunt veritatis necessitatibus quisquam."
119,119,704,Recusada,382.68,2025-05-18 01:21:39,"Molestiae eum dolorem natus amet atque. Delectus adipisci eveniet. Reiciendis assumenda distinctio. Perspiciatis libero quidem omnis eveniet totam ipsam.
Eius rerum ipsam accusantium debitis consequuntur doloremque laboriosam.
Facere ullam ex. Rem non perspiciatis nulla.
Delectus debitis ex soluta quidem eius."
120,120,2267,Aceita/Em Andamento,6173.22,2025-05-10 22:08:42,"Laborum ad recusandae voluptatum quia earum tempore suscipit. Eaque at perspiciatis nisi architecto.
Quaerat molestias ea deserunt corporis. Ex voluptatibus mollitia porro. Veniam ut tempora fugit."
121,121,2744,Aceita/Finalizada,759.06,2025-05-16 10:40:59,"Ipsa error animi beatae. Est tempora soluta iste quam veritatis. Quidem mollitia sapiente culpa laborum blanditiis facere.
Animi architecto debitis assumenda dignissimos cumque dignissimos. Suscipit reprehenderit assumenda. Laborum animi officia voluptatem in inventore ipsa."
122,122,1883,Aceita/Finalizada,8528.24,2025-05-11 11:46:05,"Sed explicabo saepe libero consequuntur quos a.
Sit animi cupiditate deleniti. Illum porro corrupti magni nostrum ullam velit.
Quos deserunt laudantium assumenda laboriosam illum officia. Similique possimus ad voluptates.
Repellat optio fugit neque itaque amet sit fugiat. Harum nobis blanditiis alias quibusdam perspiciatis quaerat enim."
123,123,2926,Aceita/Finalizada,9607.59,2025-05-17 14:37:20,"Aliquid quidem officia quo neque. Totam consequuntur aliquid id incidunt. Commodi in incidunt sit atque.
Pariatur sint in nobis id nesciunt. Inventore saepe facilis neque. Explicabo perspiciatis dicta modi.
Alias nesciunt natus labore. Odit voluptates cumque asperiores repellat aperiam nemo. Consectetur fugit nihil odit."
124,124,1966,Cancelada,3983.14,2025-05-12 01:30:13,"Omnis corporis dolorum harum vitae quae reiciendis nam. Molestias nostrum delectus iure mollitia rerum non. Itaque tempore rerum dolore voluptas labore.
Molestiae maiores provident ipsum commodi quam enim quia. Voluptatibus enim labore provident repudiandae. Ipsum molestias ipsum eaque praesentium similique dolor."
125,125,2990,Cancelada,7262.82,2025-05-13 04:34:17,"Minus totam enim atque nobis minus voluptate eos. Ad fugiat ab porro a est quaerat nesciunt. Corrupti debitis provident totam reprehenderit a enim.
Debitis ad voluptates sed saepe. Excepturi sapiente dolores ullam nobis. Quod maxime amet reiciendis aspernatur distinctio nobis."
126,126,1290,Aceita/Em Andamento,7290.59,2025-05-21 07:46:53,"Doloribus iste delectus quia voluptatibus ex autem.
Quidem ipsam perferendis eveniet laboriosam. Incidunt doloribus sit. Temporibus aliquid maiores tenetur.
Ducimus hic itaque labore. Dolorum esse veritatis aspernatur debitis expedita laborum. Id deleniti at ipsum. Tempora cupiditate laboriosam animi sed."
127,127,1350,Recusada,8196.13,2025-05-16 13:27:38,"Necessitatibus labore ipsum repellendus eligendi. Delectus nostrum corporis commodi sint odio voluptates. Natus molestias nisi maiores eius eum nostrum quidem.
Blanditiis in incidunt magni delectus magnam laboriosam nesciunt. Incidunt quia eligendi animi sint voluptatibus voluptatem. Non molestias quae. Architecto fugit aspernatur."
128,128,2349,Aceita/Em Andamento,1051.36,2025-05-21 16:21:26,"Illum minus nihil molestiae veritatis cumque earum. Ipsum a sequi rem hic vitae occaecati. Corrupti iste provident sint.
Dolores expedita quae tenetur recusandae. Quae officiis porro fuga aperiam nobis nam. Perferendis quae asperiores quaerat."
129,129,2326,Aceita/Em Andamento,8374.41,2025-05-17 23:31:21,"Excepturi modi suscipit nobis voluptas excepturi. Sapiente saepe fugit id quis facilis praesentium.
Dolor tenetur necessitatibus nam. Rerum odit magnam eligendi.
Perferendis nemo quos omnis iste consequuntur. Cumque molestiae beatae ad numquam."
130,130,837,Aceita/Finalizada,4056.67,2025-05-13 17:43:31,"Quam natus ipsa sequi adipisci. Assumenda excepturi quae atque illum amet. Doloribus minima esse alias totam illo et.
Perspiciatis vel repudiandae. Culpa numquam quae ipsum. Debitis accusantium quibusdam.
Provident suscipit officiis vero. Vero deserunt vitae saepe. Sit esse illo nulla odio. Ut delectus sint accusamus possimus."
